SURV,BASIN,SEGMENT,ZONE,DATE,TIME,STATION,SITE,LATDEC,LOEC,DEPTH,NOX-S,NOX-B,NO3_S,NO3_B,NO2-S,NO2-B,NH4-S,NH4-B,TN-S,TN-B,DIN-S,DIN-B,TON-S,TON-B,TP-S,TP-B,SRP-S,SRP-B,APA-S,APA-B,CHLA-S,CHLA-B,TOC-S,TOC-B,SiO2-S,SiO2-B,TURB-S,TURB-B,SAL-S,SAL-B,TEMP-S,TEMP-B,DO-S,DO-B,Kd,pH,TN:TP,N:P,DIN:TP,Si:DIN,%SAT-S,%SAT_B,%Io,DSIGT
11,FK,OFF,REEF,1/21/1998,,273,Eastern Sambo Offshore,24.4929,-81.6571,4.5,0.3427,0.4027,0.2951,0.3677,0.0475,0.035,0.2701,0.1951,8.6674,9.8975,0.6128,0.5978,8.0546,9.2997,0.2173,0.1674,0.0275,0.025,0.0311,0.0275,0.55,,136.18,130.12,0.494,0.3962,0.23,0.2,36.2,36.2,23,23,6.1,6.1,0.2,,39.884,22.302,2.82,0.803,87.554,87.554,40.692,0
12,FK,OFF,REEF,5/19/1998,9:49,273,Eastern Sambo Offshore,24.4929,-81.6571,6,0.04,0.0425,,,0.04,0.0425,0.9204,0.9104,6.794,5.9675,0.9605,0.953,5.8335,5.0146,0.2348,0.2162,0.015,0.01,0.0296,0.0324,0.07,,169.19,200.05,0.504,0.484,0.02,0.02,36.2,36.2,26.2,26.1,6.2,6.3,0.17,,28.935,64.085,4.091,0.523,92.156,93.551,35.621,0.036
13,FK,OFF,REEF,8/3/1998,9:59,273,Eastern Sambo Offshore,24.4929,-81.6571,4,0.04,0.1376,0.0075,0.0875,0.0325,0.05,0.6903,0.8004,7.9416,8.2673,0.7303,0.9379,7.2112,7.3294,0.211,0.1856,0.02,0.0175,0.055,0.0458,0.31,,224.2,237.13,0.5968,0.6746,0.18,0.17,34.4,34.4,31,31,5.6,5.6,0.18,,37.643,36.548,3.462,0.814,85.545,85.545,47.809,0
14,FK,OFF,REEF,11/1/1998,,273,Eastern Sambo Offshore,24.4929,-81.6571,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FK,OFF,REEF,1/19/1999,9:52,273,Eastern Sambo Offshore,24.4929,-81.6571,6.5,0.0175,0.03,,,0.0175,0.0275,0.5703,0.8204,12.5609,12.6459,0.5878,0.8504,11.9731,11.7955,0.1299,0.1349,0.005,0.02,0.028,0.0278,0.28,,142.17,136.48,0.1404,0.173,0.12,0.07,36.21,36.21,24.31,24.3,6.44,6.47,0.6,,96.704,117.656,4.525,0.238,93.831,94.332,2.018,0.006
16,FK,OFF,REEF,5/18/1999,10:18,273,Eastern Sambo Offshore,24.4929,-81.6571,8.5,0.0625,0.0525,,,0.0625,0.0525,0.5728,0.5903,10.2907,10.3039,0.6353,0.6428,9.6554,9.6611,0.2033,0.2171,0.0325,0.0375,0.0644,0.0734,0.24,,157.43,155.78,1.5648,1.7353,0.3,0.38,36.69,36.67,28.58,28.33,6.14,6.15,0.13,,50.624,19.564,3.125,2.454,93.502,93.453,33.404,0.083
17,FK,OFF,REEF,8/10/1999,11:02,273,Eastern Sambo Offshore,24.4929,-81.6571,6,0.3051,0.4752,0.2501,0.3852,0.055,0.09,0.4727,0.4777,14.0643,10.7128,0.7779,0.953,13.2864,9.7598,0.2248,0.2098,0.0125,0.05,0.0501,0.0545,0.33,,265.61,231.54,0.2984,0.2508,0.14,0.16,36.25,36.25,30.43,30.45,5,5.46,0.37,,62.561,62.282,3.46,0.382,76.974,84.067,10.809,-0.008
18,FK,OFF,REEF,12/14/1999,10:01,273,Eastern Sambo Offshore,24.4929,-81.6571,8.5,0.8371,0.7654,0.7845,0.7153,0.0525,0.05,0.647,2.7988,13.1407,7.6983,1.484,3.5642,11.6567,4.1341,0.1518,0.1414,0.1499,0.1649,0.0394,0.0416,0.72,,251.72,271.2,1.3591,1.0156,0.56,0.48,35.48,35.57,24.02,24.07,5.48,4.73,0.22,,86.568,9.902,9.777,0.913,79.232,68.467,15.399,0.051
19,FK,OFF,REEF,3/22/2000,8:48,273,Eastern Sambo Offshore,24.4929,-81.6571,8,1.0709,0.6807,0.9846,0.566,0.0863,0.1147,1.1601,1.4836,5.1853,2.7592,2.231,2.1643,2.9543,0.5948,0.277,0.2718,0.0575,0.0649,0.0543,0.0457,1.09,,176.53,171.74,1.8782,1.8281,0.27,0.24,35.95,35.94,25.59,25.59,5.37,4.82,0.71,,18.722,38.833,8.055,0.839,79.208,71.091,0.349,-0.007
20,FK,OFF,REEF,6/28/2000,10:00,273,Eastern Sambo Offshore,24.4929,-81.6571,4,1.0505,0.9938,1.0455,0.9663,0.005,0.0275,0.2701,0.2635,4.1022,4.7745,1.3206,1.2573,2.7816,3.5173,0.3172,0.2923,0.0033,,0.0956,0.0977,0.28,,165.13,139.83,,,0.74,0.55,36.42,36.42,29.15,29.1,5.05,4.62,0.95,,12.931,396.525,4.163,,77.178,70.492,2.266,0.019
21,FK,OFF,REEF,9/12/2000,10:06,273,Eastern Sambo Offshore,24.4929,-81.6571,4,0.5152,0.757,0.3802,0.7103,0.1351,0.0467,0.9091,0.1901,5.9262,6.776,1.4243,0.9471,4.5018,5.8289,0.2473,0.2548,0.0233,0.0866,0.0771,0.0922,0.18,,114.64,119,0.0451,0.2407,0.35,0.7,36.16,36.19,30.08,30.12,5.14,4.61,0.15,,23.964,61.095,5.76,0.032,78.896,70.793,55.101,0.006
22,FK,OFF,REEF,11/28/2000,10:14,273,Eastern Sambo Offshore,24.4929,-81.6571,16.3,0.2101,0.1601,0.1726,0.1351,0.0375,0.025,0.06,0.2201,8.9529,12.3888,0.2701,0.3802,8.6828,12.0086,0.3247,0.2898,0.02,0.025,0.0569,0.0397,0.38,,196.93,213,0.2834,0.1805,0.36,0.28,36.4,36.4,25,25,6,7,,,27.571,13.518,0.832,1.045,88.214,102.916,,0
23,FK,OFF,REEF,2/6/2001,10:16,273,Eastern Sambo Offshore,24.4929,-81.6571,11.8,0.3347,0.3227,0.2721,0.2751,0.0625,0.0475,0.3627,0.3702,12.2449,11.3792,0.6973,0.6928,11.5476,10.6863,0.2848,0.2548,0.025,0.025,0.031,0.0313,0.2,,153.6,161.96,,,0.39,0.35,36.6,36.5,21.6,21.7,6.3,6.4,,,43.001,27.917,2.449,,89.071,90.544,,-0.106
24,FK,OFF,REEF,6/27/2001,10:52,273,Eastern Sambo Offshore,24.4929,-81.6571,9,0.1276,0.1376,0.0775,0.0675,0.05,0.07,0.1101,0.1901,7.5222,9.3705,0.2376,0.3277,7.2846,9.0428,0.1074,0.1274,0.0075,0.0175,0.0854,0.0873,0.14,,160.6,157.52,0.6695,0.7949,0.44,0.56,37.1,37.2,29.9,29.9,5.1,5.1,,,70.033,31.709,2.212,2.808,78.643,78.692,,0.074
25,FK,OFF,REEF,9/11/2001,11:14,273,Eastern Sambo Offshore,24.4929,-81.6571,15.3,0.2749,0.3859,0.2282,0.3384,0.0467,0.0475,0.5102,0.2476,3.1469,3.2543,0.7851,0.6336,2.3618,2.6208,0.1049,0.0824,0.0225,0.025,0.0499,0.0463,0.17,,136.71,128.07,0.7924,0.5341,0.15,0.15,35.9,36,29.9,29.8,4.2,4.9,,,29.996,34.924,7.484,1.006,64.281,74.988,,0.115
26,FK,OFF,REEF,12/11/2001,10:46,273,Eastern Sambo Offshore,24.4929,-81.6571,36.5,0.0836,0.1661,0.0192,0.1089,0.0643,0.0572,0.3912,0.2154,6.9431,8.463,0.4748,0.3815,6.4683,8.0815,0.3597,0.3287,0.049,0.0277,0.0453,0.0505,0.26,,155.28,152.43,0.5316,0.5156,0.22,0.13,36.09,36.12,25.72,25.48,5.13,5.44,,,19.303,9.683,1.32,1.116,75.836,80.238,,0.107
27,FK,OFF,REEF,3/26/2002,10:40,273,Eastern Sambo Offshore,24.4929,-81.6571,39,0.0362,0.3084,0.0135,0.2159,0.0227,0.0925,0.2169,0.2797,9.8867,11.8889,0.2531,0.588,9.6336,11.3009,0.1679,0.1541,0.1237,0.1163,0.0358,0.0258,0.33,,108.64,112.91,0.0131,0.3773,0.41,0.97,36.19,36.45,24.61,21.67,5.86,5.97,,,58.899,2.045,1.508,0.052,85.678,84.4,,1.146
28,FK,OFF,REEF,5/9/2002,10:50,273,Eastern Sambo Offshore,24.4929,-81.6571,14,0.0252,0.0412,,,0.0252,0.0129,0.1058,0.1701,67.8789,34.794,0.131,0.2113,67.7479,34.5827,0.2053,0.1265,0.0397,0.0195,0.0319,0.032,0.06,,143.77,152.3,0.1462,5.5412,0.32,0.31,36.07,36.01,27.31,27.35,5.81,5.38,,,330.712,3.3,0.638,1.113,87.187,80.732,,-0.06
29,FK,OFF,REEF,9/10/2002,10:30,273,Eastern Sambo Offshore,24.4929,-81.6571,9.5,0.2936,0.2051,0.2799,0.1636,0.0137,0.0415,0.0991,0.0897,7.2017,8.6022,0.3927,0.2948,6.8091,8.3074,0.2403,0.2228,0.0238,0.0384,0.0401,0.0378,0.32,,109.31,105.47,0.224,0.1562,1.22,2.04,36.29,35.94,29.51,29.53,5.52,5.6,0.18,,29.97,16.512,1.634,0.568,84.481,85.5,17.578,-0.266
30,FK,OFF,REEF,11/5/2002,9:53,273,Eastern Sambo Offshore,24.4929,-81.6571,9,0.0906,0.1857,0.0797,0.1683,0.011,0.0174,0.1024,0.2028,5.2177,7.4897,0.1931,0.3885,5.0247,7.1013,0.1506,0.1457,0.0224,0.0377,0.0497,0.0387,0.08,,96.73,,0.0441,0.1201,0.17,0.15,36.28,36.28,28.03,28.03,5.2,5.22,0.13,,34.653,8.636,1.282,0.228,78.58,78.929,32.465,0.002
31,FK,OFF,REEF,3/4/2003,10:21,273,Eastern Sambo Offshore,24.4929,-81.6571,10.25,0.0816,0.2184,0.0684,0.1615,0.0132,0.0569,0.2089,0.4612,4.8001,5.1595,0.2905,0.6796,4.5096,4.4799,0.1924,0.1186,0.0279,0.0513,0.0323,0.0292,0.22,,157.68,147.74,1.306,1.0213,1.77,1.79,35.89,35.96,24.79,24.07,5.34,5.73,0.17,,24.944,10.411,1.51,4.48,78.121,83.152,17.689,0.296
32,FK,OFF,REEF,6/3/2003,10:48,273,Eastern Sambo Offshore,24.4929,-81.6571,5.5,0.0803,0.0837,0.0564,0.0571,0.024,0.0266,0.101,0.0856,13.0755,11.2958,0.1814,0.1693,12.8942,11.1265,0.3494,0.1674,0.0229,0.0298,0.0876,0.104,0.19,,177.62,160.27,0.4706,0.4211,0.35,0.26,36.42,36.46,29.44,29.45,4,5.12,,,37.426,7.918,0.519,2.585,61.215,78.38,,0.026
33,FK,OFF,REEF,9/30/2003,11:22,273,Eastern Sambo Offshore,24.4929,-81.6571,15.5,0.2045,0.3572,0.1579,0.3173,0.0465,0.04,0.2235,0.3659,22.2525,24.2824,0.4279,0.7232,21.8246,23.5592,0.2031,0.1956,0.0601,0.061,0.0203,0.02,0.36,,110.49,102.93,0.3392,0.2908,0.05,0.15,35.53,35.5,29.49,29.46,5.63,5.97,0.09,,109.576,7.115,2.107,0.79,85.713,90.852,25.17,-0.01
34,FK,OFF,REEF,11/11/2003,9:59,273,Eastern Sambo Offshore,24.4929,-81.6571,22,0.2269,0.2489,0.1832,0.2053,0.0437,0.0436,0.1727,0.1583,28.4554,24.5725,0.3997,0.4072,28.0557,24.1653,0.2336,0.1177,0.0196,0.0224,0.0638,0.0368,0.49,,81.72,82.3,0.6254,1.0632,0.21,0.24,35.82,35.84,27.11,27.1,4.72,5.91,0.12,,121.838,20.341,1.711,1.559,70.605,88.391,6.981,0.019
35,FK,OFF,REEF,3/18/2004,10:39,273,Eastern Sambo Offshore,24.4929,-81.6571,18,0.0847,0.337,0.0784,0.3072,0.0063,0.0298,0.0768,0.4085,14.7772,17.5222,0.1616,0.7455,14.6157,16.7767,0.1191,0.1013,0.0361,0.0193,0.0559,0.0545,0.21,,102.3,103.36,0.3831,0.3393,0.86,0.77,36.21,36.19,24.44,24.19,5.96,5.69,,,124.122,4.47,1.357,2.362,86.945,82.85,,0.072
36,FK,OFF,REEF,5/27/2004,10:04,273,Eastern Sambo Offshore,24.4929,-81.6571,12,0.1863,0.2077,0.129,0.164,0.0574,0.0437,0.1493,0.1201,19.7352,16.5636,0.3357,0.3278,19.3995,16.2359,0.073,0.0725,0.067,0.0191,0.0269,0.0296,0.2,,109.91,104.32,0.4473,0.6481,0.14,0.2,36.48,36.5,26.72,26.76,6.34,6.56,0.65,,270.36,5.007,4.598,1.328,94.845,98.245,0.043,-0.004
37,FK,OFF,REEF,8/3/2004,12:20,273,Eastern Sambo Offshore,24.4929,-81.6571,6.1,0.2496,0.4253,0.2112,0.3737,0.0385,0.0517,0.2101,0.185,25.0434,27.4037,0.4598,0.6104,24.5836,26.7933,0.4546,0.1973,0.0337,0.0073,0.183,0.1937,0.76,,111.04,107.39,0.0524,0.0302,0.43,0.42,36.23,36.18,30.23,30.24,5.51,5.52,,,55.087,13.623,1.011,0.114,84.759,84.777,,-0.038
38,FK,OFF,REEF,10/26/2004,10:22,273,Eastern Sambo Offshore,24.4929,-81.6571,14,0.1434,0.1087,0.1083,0.0593,0.035,0.0493,0.1162,0.1011,8.9028,13.6479,0.2595,0.2097,8.6433,13.4382,0.2388,0.2157,0.0192,0.0299,0.0663,0.046,0.11,,128.84,121.48,0.9203,0.4805,0.24,0.16,36.05,36.01,27.76,27.78,5.93,5.78,0,,37.287,13.527,1.087,3.533,89.279,87.122,93.265,-0.035
39,FK,OFF,REEF,1/25/2005,11:06,273,Eastern Sambo Offshore,24.4929,-81.6571,20,0.2036,0.101,0.1411,0.0211,0.0626,0.0799,0.1989,0.1532,11.5933,9.337,0.4026,0.2542,11.1907,9.0827,0.1044,0.1133,0.0388,0.0542,0.0183,0.0182,0.05,,77.92,79.26,0.0644,0.0597,0.05,0,36.51,36.51,23.05,23.07,6.36,6.29,0.05,,111.012,10.385,3.855,0.16,91.485,90.579,37.606,0
40,FK,OFF,REEF,5/3/2005,9:52,273,Eastern Sambo Offshore,24.4929,-81.6571,20,0.0258,0.0407,,,0.0258,0.0337,0.1003,0.0742,12.4591,13.3177,0.1261,0.115,12.333,13.2027,0.1525,0.1512,0.0482,0.0378,0.0577,0.0516,0.25,,104.97,104.24,1.2637,1.237,0.68,0.53,37.01,37.01,26.14,26.04,4.71,4.75,,,81.697,2.615,0.827,9.986,70.383,70.901,,0.033
41,FK,OFF,REEF,8/2/2005,9:38,273,Eastern Sambo Offshore,24.4929,-81.6571,12,0.0541,0.0693,0.0204,0.0465,0.0337,0.0228,0.1692,0.1833,6.6263,6.7385,0.2234,0.2526,6.403,6.4859,0.1391,0.1296,0.0307,0.041,0.0583,0.0666,0.06,,103.11,84.7,3.6459,0.4608,0.16,0.17,36.14,36.16,29.98,29.99,4.91,5.36,0.06,,47.653,7.277,1.606,16.265,75.327,82.169,45.907,0.009
42,FK,OFF,REEF,12/6/2005,10:12,273,Eastern Sambo Offshore,24.4929,-81.6571,12,0.5935,1.0074,0.4333,0.8153,0.1602,0.1921,0.5147,0.965,9.7351,11.7971,1.1082,1.9724,8.6269,9.8247,0.2793,0.271,0.0404,0.0516,0.0523,0.0538,,,154.16,199.3,1.1254,1.0033,0.3,0.35,35.66,35.71,24.3,24.24,5.04,5.16,0.07,,34.852,27.409,3.967,1.012,73.165,74.942,44.326,0.053
43,FK,OFF,REEF,2/7/2006,9:38,273,Eastern Sambo Offshore,24.4929,-81.6571,15,0.2806,0.274,0.2086,0.1881,0.072,0.0859,2.0567,1.7469,5.8514,4.0577,2.3373,2.021,3.514,2.0367,0.5466,0.5733,0.0228,0.0225,0.0229,0.0191,0.12,,119.71,119.29,0.0837,0.0951,1.15,1.5,36.3,36.3,22.92,22.8,4.4,4.07,0.07,,10.705,102.697,4.276,0.036,63.105,58.276,35.688,0.031
44,FK,OFF,REEF,5/4/2006,9:19,273,Eastern Sambo Offshore,24.4929,-81.6571,15,0.1106,0.0882,0.0866,0.0677,0.024,0.0205,1.0201,0.1429,4.003,3.1447,1.1307,0.2311,2.8723,2.9136,0.3232,0.335,0.0442,0.0166,0.0884,0.0631,0.26,,102.53,103.22,0.2342,0.1602,1.83,0.98,36.47,36.5,25.91,25.92,5,5.36,0.09,,12.384,25.554,3.498,0.206,74.2,79.533,27.597,0.017
45,FK,OFF,REEF,9/8/2006,10:05,273,Eastern Sambo Offshore,24.4929,-81.6571,14,0.5325,0.1727,0.5027,0.1532,0.0298,0.0195,2.0918,0.0542,8.6057,7.5973,2.6243,0.2269,5.9815,7.3704,0.2913,0.2921,0.0125,0.0079,0.1765,0.1699,0.03,,129.66,114,0.0211,0.2262,1.01,1.03,36.09,36.08,30.15,30.1,5.43,5.68,0.08,,29.539,209.218,9.008,0.008,83.321,87.164,32.4,0.014
46,FK,OFF,REEF,12/14/2006,9:19,273,Eastern Sambo Offshore,24.4929,-81.6571,28,0.0669,0.0769,0.0483,0.0425,0.0186,0.0344,0.112,0.0698,13.0223,12.7142,0.1789,0.1467,12.8434,12.5675,0.2359,0.2398,0.01,0.0159,0.0368,0.0377,0.15,,134.41,120.67,0.1157,0.0509,0.38,0.39,35.98,36.28,25.89,26,3.66,4.67,0.03,,55.199,17.858,0.758,0.645,54.219,69.307,39.905,0.188
47,FK,OFF,REEF,2/21/2007,9:32,273,Eastern Sambo Offshore,24.4929,-81.6571,18,0.3538,0.2353,0.3472,0.2104,0.0065,0.0248,0.4345,0.4045,4.5426,3.4639,0.7882,0.6397,3.7544,2.8241,0.3976,0.2904,0.0192,0.0104,,,0.47,,106.07,104.38,0.7342,0.2831,0.27,0.28,36.45,36.28,22.69,22.59,4.45,4.23,0.06,,11.427,41.018,1.983,0.928,63.744,60.443,36.978,-0.098
48,FK,OFF,REEF,6/14/2007,11:57,273,Eastern Sambo Offshore,24.4929,-81.6571,10,0.2127,0.1376,0.1925,0.1079,0.0202,0.0296,3.2358,0.4461,15.7467,15.7246,3.4485,0.5836,12.2982,15.1409,0.3033,0.2125,0.0218,0.0244,,,0.22,,130.57,103.4,0.0425,0.0175,0.19,0.16,35.2,36.14,29.47,28.23,3.59,3.97,0,,51.921,158.122,11.371,0.012,54.471,60.049,95.676,1.186
49,FK,OFF,REEF,8/23/2007,12:07,273,Eastern Sambo Offshore,24.4929,-81.6571,16,0.3547,0.2968,0.3199,0.2456,0.0348,0.0512,0.7348,0.4314,8.0152,6.0966,1.0895,0.7282,6.9257,5.3684,0.1562,0.1421,0.1165,0.0175,,,0.09,,97.46,89.91,0.2907,0.2882,0.13,0.05,36.08,36.08,30.25,30.13,5.44,5.11,0.22,,51.317,9.352,6.975,0.266,83.566,78.496,2.956,0.049
50,FK,OFF,REEF,10/24/2007,13:35,273,Eastern Sambo Offshore,24.4929,-81.6571,8,1.3079,0.317,1.2457,0.2809,0.0622,0.0361,0.2453,0.2683,10.4734,11.6667,1.5532,0.5853,8.9202,11.0814,0.1544,0.1659,0.0465,0.0454,,,0.15,,80.84,77.57,0.4011,0.2803,,,35.88,35.86,28.83,28.79,6.16,6.16,0.17,,67.826,33.426,10.059,0.257,93.511,93.466,26.588,0.001
51,FK,OFF,REEF,2/1/2008,13:11,273,Eastern Sambo Offshore,24.4929,-81.6571,6.26,0.0486,0.0495,0.0419,0.0339,0.0067,0.0156,0.1328,0.211,11.7978,10.6885,0.1813,0.2605,11.6165,10.428,0.8547,0.9326,0.0373,0.0325,,,0.13,,81.32,79.76,0.2878,0.2769,0.29,0.5,36.3,36.29,23.8,23.8,6.84,6.84,0.11,,13.803,4.867,0.212,1.581,99.23,99.227,50.492,-0.006
52,FK,OFF,REEF,6/5/2008,11:40,273,Eastern Sambo Offshore,24.4929,-81.6571,6.69,0.1013,0.1578,0.0711,0.1249,0.0301,0.0329,0.0814,0.1209,8.9254,7.6879,0.1827,0.2787,8.7428,7.4092,0.2112,0.2586,0.0521,0.0611,,,0.21,,83.39,89.25,0.7209,0.6703,0.47,0.68,36.84,36.84,28.71,28.72,6.29,6.29,0.13,,42.258,3.505,0.865,3.932,95.911,95.906,41.359,-0.002
53,FK,OFF,REEF,8/4/2008,12:47,273,Eastern Sambo Offshore,24.4929,-81.6571,6.36,0.1524,0.137,0.1207,0.0913,0.0317,0.0457,0.3837,0.1533,7.87,8.0977,0.5361,0.2903,7.3339,7.8075,0.1889,0.1654,0.0533,0.0451,,,0.15,,96.9,105.61,0.2848,0.3888,0.41,0.49,36.16,35.69,29.82,30.04,6.2,6.19,0.03,,41.671,10.048,2.838,0.529,94.966,94.754,83.04,-0.432
54,FK,OFF,REEF,12/6/2008,17:00,273,Eastern Sambo Offshore,24.4929,-81.6571,4.96,0.0677,0.0749,0.0281,0.0597,0.0395,0.0152,0.1357,0.1194,13.0626,12.8761,0.2034,0.1943,12.8592,12.6818,0.135,0.1773,0.016,0.0307,,,0.37,,123.78,115.21,0.1968,0.1986,0.29,0.45,36.06,36.09,24.19,24.06,6.81,6.82,0.15,,96.748,12.75,1.507,0.964,98.983,99.062,47.969,0.065
55,FK,OFF,REEF,2/13/2009,12:10,273,Eastern Sambo Offshore,24.4929,-81.6571,9.09,0.0885,0.0457,0.0778,0.0277,0.0106,0.018,0.0535,0.0283,9.3844,9.9508,0.142,0.074,9.2425,9.8768,0.1968,0.2535,0.0203,0.0163,,,1.63,,124.72,133.83,0.2738,0.2486,1.69,2.1,36.16,36.08,21.58,20.97,7.12,7.21,0.22,,47.676,7.004,0.721,1.922,100.394,100.669,13.993,0.12
56,FK,OFF,REEF,5/27/2009,13:24,273,Eastern Sambo Offshore,24.4929,-81.6571,4.8,0.0381,0.2931,0.0279,0.2681,0.0102,0.025,0.0684,0.1317,9.4682,9.9638,0.1064,0.4248,9.3618,9.539,0.1413,0.1309,0.024,0.0215,,,0.42,,106.37,103.84,0.3329,0.3234,0.23,0.54,36.46,36.13,28.48,28.61,6.32,6.32,0.14,,67.005,4.428,0.753,3.116,96.061,95.938,50.022,-0.295
57,FK,OFF,REEF,7/17/2009,14:54,273,Eastern Sambo Offshore,24.4929,-81.6571,5.45,0.0698,0.4509,0.0575,0.4214,0.0123,0.0295,0.1077,0.2066,16.0302,17.0617,0.1775,0.6575,15.8527,16.4042,0.2484,0.2442,0.023,0.0241,,,0.12,,102.47,95.56,1.1073,0.8855,0.56,1,36.84,36.94,31.57,31.28,6.01,6.03,0.17,,64.537,7.731,0.715,6.217,93.508,93.77,39.278,0.195
58,FK,OFF,REEF,10/14/2009,9:25,273,Eastern Sambo Offshore,24.4929,-81.6571,7.69,0.2277,0.2451,0.2099,0.2229,0.0177,0.0222,0.1945,0.0571,13.7151,12.7867,0.4222,0.3022,13.293,12.4845,0.182,0.1302,0.0476,0.0331,,,0.18,,99.94,97.27,0.0365,0.0403,0.48,0.75,35.69,35.69,29.83,29.84,6.21,6.21,0.16,,75.368,8.876,2.32,0.086,94.928,94.913,29.086,-0.009
59,FK,OFF,REEF,3/8/2010,11:05,273,Eastern Sambo Offshore,24.4929,-81.6571,8.03,0.0877,0.1936,0.064,0.1709,0.0236,0.0227,0.0827,0.099,10.4255,10.6216,0.1704,0.2926,10.2551,10.329,0.2647,0.2769,0.0352,0.0322,,,1.63,,116.58,116.04,0.1862,0.1019,0.67,1,36.31,36.29,19.65,19.46,7.37,7.4,0.18,,39.383,4.837,0.644,1.089,101.238,101.309,23.761,0.043
60,FK,OFF,REEF,5/7/2010,10:11,273,Eastern Sambo Offshore,24.4929,-81.6571,6.13,0.2091,0.2471,0.1835,0.2151,0.0256,0.032,0.0997,0.1198,19.2699,19.4112,0.3088,0.3669,18.9611,19.0442,0.1212,0.1376,0.022,0.0228,,,0.27,,131,122.52,2.6133,2.8263,0.98,0.78,36.53,36.53,27.77,27.72,6.39,6.4,0.17,,159.031,14.062,2.548,8.433,96.609,96.643,34.525,0.015
61,FK,OFF,REEF,7/12/2010,10:19,273,Eastern Sambo Offshore,24.4929,-81.6571,8.06,0.1467,0.19,0.086,0.1642,0.0607,0.0258,0.0566,0.1677,25.5449,25.4363,0.2034,0.3577,25.3415,25.0786,0.0904,0.1206,0.0627,0.0667,,,0.78,,103.12,110.35,0.3365,0.2674,0.6,0.44,36.22,36.19,29.83,29.63,6.2,6.22,,,282.702,3.245,2.25,1.649,94.963,95.126,,0.063
62,FK,OFF,REEF,10/17/2010,10:19,273,Eastern Sambo Offshore,24.4929,-81.6571,18,0.2409,0.518,0.1232,0.4192,0.1177,0.0988,0.434,0.1974,26.52,27.0762,0.6749,0.7155,25.8451,26.3607,0.114,0.1225,0.0578,0.0592,,,0.19,,100.81,99.48,1.0357,0.7598,0.35,0.58,,,,,,,,,232.588,11.683,5.919,1.529,,,,
63,FK,OFF,REEF,1/28/2011,10:36,273,Eastern Sambo Offshore,24.4929,-81.6571,18,0.6111,1.4274,0.4673,1.3408,0.1437,0.0866,0.2112,0.5116,13.8203,11.1419,0.8223,1.939,12.998,9.2029,0.1445,0.1783,0.0663,0.0692,,,0.35,,287.32,187.49,3.8081,1.4994,1.56,1.07,35.71,36.2,20.23,21.03,7.32,7.19,0.25,,95.631,12.403,5.69,4.615,100.96,100.652,1.053,0.139
64,FK,OFF,REEF,4/13/2011,10:30,273,Eastern Sambo Offshore,24.4929,-81.6571,18,0.1052,0.1534,0.0407,0.0926,0.0644,0.0608,0.3087,0.2834,14.7367,14.7112,0.4139,0.4368,14.3228,14.2745,0.1328,0.1307,0.0373,0.059,,,0.26,,72.52,71.56,0.0746,0.0556,5.7,5.65,36.11,36.11,26.43,26.21,6.55,6.58,0.09,,110.956,11.083,3.116,0.18,97.543,97.694,18.117,0.078
65,FK,OFF,REEF,7/14/2011,10:48,273,Eastern Sambo Offshore,24.4929,-81.6571,18,0.2613,0.2701,0.1849,0.2032,0.0763,0.0669,0.5806,0.6038,16.2022,8.3405,0.8418,0.8739,15.3604,7.4665,0.1048,0.1002,0.0418,0.0474,,,0.2,,117.46,110.72,0.5282,0.5111,0.02,0,36.66,36.65,30.21,30.12,6.14,6.15,0.14,,154.561,20.12,8.031,0.625,94.678,94.753,8.497,0.025
66,FK,OFF,REEF,12/8/2011,11:36,273,Eastern Sambo Offshore,24.4929,-81.6571,5.85,0.0494,0.1827,0.0273,0.1586,0.0221,0.0241,0.157,0.0843,7.2825,6.8225,0.2064,0.267,7.0761,6.5555,0.1469,0.1515,0.0597,0.0751,,,0.31,,2.73,,0.9887,1.1686,0,0,35.87,35.86,24.87,24.61,6.74,6.77,0.07,,49.586,3.457,1.405,4.774,98.554,98.716,95.247,0.083
67,FK,OFF,REEF,3/14/2012,11:51,273,Eastern Sambo Offshore,24.4929,-81.6571,5.85,0.1223,0.0991,0.1022,0.0825,0.0201,0.0166,0.6143,0.2226,11.9856,5.1603,0.7366,0.3217,11.249,4.8386,0.116,0.1095,0.0283,0.0318,,,0.18,,108.54,99.96,0.9679,0.8937,0,0,35.93,35.94,25.25,25.26,6.69,6.69,0.03,,103.338,26.074,6.351,1.309,98.315,98.312,85.925,0.003
68,FK,OFF,REEF,5/8/2012,12:24,273,Eastern Sambo Offshore,24.4929,-81.6571,4.83,0.016,0.1254,,,0.0169,0.0177,0.1052,0.1438,6.8413,5.9819,0.1212,0.2692,6.7201,5.7127,0.112,0.1677,0.0659,0.0328,,,0.23,,85.75,84.04,0.0193,0.0213,0,0,36.14,36.15,26.53,26.25,6.54,6.57,0.16,,61.099,1.84,1.082,0.159,97.474,97.671,46.52,0.116
